CaseId,WEIGHT,RND_00,RND_01,Q1A,Q1B,Q1C,Q1D,Q1E,Q2,Q2_TEXT,CONDITION1,CONDITION2,CONDITION3,ORDERA,ORDERB,ORDERC,ORDERD,ORDERE,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q7,NOV5,NOV7,NOV7_OE,PartyID7,PartyID5,IDEO,RELIG,RELIG_OE,ATTEND,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
9256,1.67404188,2,0,Strength,Pride,Power,Democracy,Freedom,4,Democracy,,,Freedom to do as you want and to have a chance to live the Americas dream and not to to be judged on the color of your skin.,3,2,4,1,5,5,5,5,4,3,4,5,5,1,#NULL!,,1,1,2,1,,3,11/20/2024 10:30,11/20/2024 10:36,7,2,1,Smartphone,1,67,4,6,2,2,5,5,5,1,3,TN,3,6,1,1,3,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9265,0.91924044,1,1,freedom of speech,religious freedom,liberty,pursuit of happiness,all men are created equal,5,all men are created equal,,There is a schism in this country. People are not valued as human beings. There is a superiority and evilness among many people in this world.,,4,5,3,1,2,6,6,6,3,4,5,2,5,4,1,,1,1,3,2,,8,11/19/2024 18:22,11/19/2024 18:36,8,2,1,Desktop,2,64,4,5,1,5,5,1,13,3,7,MA,1,1,1,0,1,1,1,3,0,0,0,0,3
9281,0.41868639,1,1,Truth,Honesty,Fairness,Ethics,Freedom,4,Ethics,,We have elected a convicted felon to be lead our country. How is that ethical? The Supreme Court has no ethics as they have given him immunity from any wrongdoing.,,5,2,4,3,1,6,7,4,1,1,3,1,7,4,1,,3,2,3,11,,1,11/22/2024 6:59,11/22/2024 7:05,7,2,1,Smartphone,2,67,4,6,1,3,1,5,18,4,9,CA,4,9,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9293,0.53280518,0,1,integrity,Under God,Having morals,doing the right thing,Being honest,4,doing the right thing,doing best for the country and taking care of our people in the United States. Working hard and as a team to make the United States the best place possible,,,4,1,5,3,2,7,5,7,2,5,3,2,6,4,2,,7,5,5,12,,8,11/19/2024 19:02,11/19/2024 19:07,5,2,1,Smartphone,2,52,3,4,4,3,1,1,15,4,8,CA,4,9,1,1,1,1,4,4,#NULL!,1,1,#NULL!,2
9299,4.13014013,2,1,Health,Time,Money,Family,Food,1,Health,,,Helth is the most important in life. The us will need to make us cleaner and inexpensive food for our health,3,1,4,5,2,4,4,4,4,3,1,4,4,1,#NULL!,,4,3,4,2,,1,11/24/2024 11:54,11/24/2024 11:57,3,2,1,Smartphone,2,29,1,2,4,1,5,1,11,3,6,CA,4,9,1,1,1,1,4,3,#NULL!,#NULL!,1,#NULL!,2
9304,2.25038415,1,1,Freedom of speech,Freedom of expression freedom of religion,Freedom of expression,Freedom of press,Freedom of choice,1,Freedom of speech,,Not tolerating other’s policies or actions. Over comparing of extreme minorities request. Having a bias liberal press and tv.,,2,4,3,5,1,4,4,2,3,5,5,6,3,4,2,,6,5,4,2,,4,11/20/2024 8:20,11/20/2024 8:27,7,2,1,Desktop,1,75,4,7,1,5,1,5,12,3,7,MO,2,4,1,1,1,1,3,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9312,0.47460789,0,0,education,economy,freedom,diversity,freedom of expression,4,diversity,there is a variety of people here in the united states. a lot of ethnic groups with equal opportunities.,,,4,3,5,2,1,5,7,7,2,3,4,4,4,4,2,,7,5,4,12,,3,11/23/2024 23:15,11/26/2024 21:58,5,2,1,Desktop,2,35,2,3,1,3,5,1,9,2,5,MI,2,3,0,1,1,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9313,1.23978676,1,0,Freedom from tyranny,Voice in government,Equality under law,Equal opportunity,Social mobility,2,Voice in government,,"Too much money in politics -- this unfairly shapes the perceptions of voters, based on who has more campaign money",,4,1,5,2,3,7,5,5,2,2,2,2,5,4,1,,2,1,3,11,,1,11/20/2024 11:37,11/20/2024 11:45,8,2,1,Desktop,1,56,3,5,6,5,1,5,9,2,5,CA,4,9,1,1,1,1,4,3,#NULL!,1,#NULL!,#NULL!,2
9321,0.78609164,0,1,Liberty,Justice,Equality,Happiness,Freedom,1,Liberty,"The United States allows its citizens to vote and live life as they want to. You can choose a job or where you want to live. You have various freedoms with laws and protections in place, so that you do not violate the law or rights of others.",,,2,5,3,1,4,5,5,5,3,4,3,6,5,4,98,,7,5,4,1,,3,11/28/2024 17:46,11/29/2024 7:54,11,2,1,Desktop,2,34,2,2,1,5,5,1,8,2,4,FL,3,5,1,1,1,1,3,3,0,0,0,0,3
9322,1.46090616,2,1,Freedom of speech,Truth,Justice,The American way,98,4,The American way,,,"Work, education and freedom of speech. The right to keep and bear arms against a tyrannical government",3,1,4,2,5,4,5,5,3,5,2,2,4,4,2,,5,4,5,12,,7,11/20/2024 16:30,11/20/2024 16:35,6,2,1,Smartphone,1,69,4,6,1,3,1,1,14,4,8,OR,4,9,1,1,2,1,4,3,0,0,0,0,2
9323,0.43922959,2,0,Freedom,Civil rights,Free speech,Liberty,Equality,1,Freedom,,,"Ability to live life free of coercion by others. Ability to vote freely, live without fear, be protected from harm, be respected, free to express and live by one’s believes, freedom  to travel",5,4,1,2,3,6,3,2,5,3,3,2,2,4,1,,1,1,3,9,,1,11/20/2024 17:19,11/20/2024 17:28,10,2,1,Tablet,2,78,4,7,1,5,1,5,16,4,9,KS,2,4,1,1,1,3,2,2,0,0,0,0,2
9337,0.62431168,2,0,Freedom,Strength,Community,Wealth,Family,1,Freedom,,,The ability to live your life the way you wish to live without boundaries or burdens. To do what you want how you want when you want.,1,4,5,3,2,5,4,5,3,3,2,2,5,4,2,,5,4,3,1,,1,11/19/2024 18:06,11/19/2024 18:25,19,2,1,Smartphone,2,41,2,3,1,4,1,1,12,3,7,DE,3,5,1,1,1,1,5,4,#NULL!,#NULL!,1,1,2
9341,0.56921549,2,0,Freedom of religion,Right to own weapons,Pursuit of happiness,Ability to make money,To live free,1,Freedom of religion,,,I have the ability to go to church if I choose. I can believe in the God I choose to believe in. I am not forced into a religion that I do not believe in.,2,1,4,5,3,2,5,4,2,4,3,4,4,4,2,,6,5,4,1,,6,11/22/2024 9:15,11/22/2024 9:26,11,2,1,Smartphone,1,59,3,5,1,3,3,1,10,2,6,NE,2,4,1,1,2,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9361,0.80925855,0,1,Equality,Justice,Freedom,Truth,Diversity,3,Freedom,"Everyone has the right to freedom, unless they have committed a crime. We can go about our days as we wish.",,,5,3,4,1,2,5,4,4,5,5,3,6,1,4,1,,1,1,1,1,,1,11/19/2024 18:23,11/19/2024 18:40,5,2,1,Smartphone,2,65,4,6,1,4,3,1,8,2,4,WI,2,3,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9363,1.00609358,1,0,Freedom on speech,Right to bear arms,Separation of church and state,Representation on taxation,Pursuit of happiness,1,Freedom on speech,,"The freedom of speech has become more biased towards liberal speech versus the protection of all speech as conservative. Speech is often more subjected to government criticism, then blanketed for all.",,5,2,1,3,4,2,7,6,3,4,2,2,6,4,2,,7,5,5,12,,1,11/19/2024 19:20,11/19/2024 19:30,10,2,1,Smartphone,1,40,2,3,1,3,3,1,11,3,6,WV,3,5,0,1,1,1,4,1,0,0,0,0,1
9381,0.47813989,2,1,Be Greedy,Be Racist,Be Slave Owners,Kill Indegnious People,Take From People,4,Kill Indegnious People,,,Kill the natives people that live in this land. Move native people to take the land that has the most resources. Deny everything in the future.,1,3,5,2,4,7,7,7,1,3,1,1,7,4,1,,4,3,3,9,,1,11/27/2024 13:24,11/27/2024 13:29,5,2,1,Desktop,1,43,2,3,4,3,4,6,5,1,3,CA,4,9,1,1,2,3,4,3,#NULL!,#NULL!,1,#NULL!,1
9385,1.04259072,2,1,Individualism,Equality,Limited government,Rule of law,Liberty,3,Limited government,,,"Well in my opinion limited government is less government,  they have over four million federal government employees and they could probably cut 25 % of them and pull some of these jobs in a less expensive area then DC cost of living is very high",1,3,5,4,2,6,6,6,1,5,2,1,7,4,2,,7,5,4,4,,1,11/20/2024 20:15,11/20/2024 20:23,9,2,1,Smartphone,1,59,3,5,1,2,1,6,13,3,7,NY,1,2,1,1,3,2,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9388,2.10978772,2,0,Love,Loyalty,Kindness,Respect,Communication,1,Love,,,"I need love to be shown. Love is essential in a relationship, in life. Love doesn't only have to be sexual, it could be by a hug, by taking the time to spend with someone, to enjoy doing things together as one of a family.",3,4,5,1,2,7,7,7,5,5,2,4,7,4,1,,1,1,3,2,,2,11/19/2024 19:54,11/19/2024 20:10,17,2,1,Smartphone,2,48,3,4,4,1,5,6,2,1,1,FL,3,5,1,1,2,1,4,4,0,0,0,0,4
9393,0.14028524,1,1,Freedom,Peace,Equality,Living quarters,Food,1,Freedom,,Some people live in fear of freedom being taken away. For example-immigrants or undocumented and inmates with long sentences for drug position.,,1,2,4,3,5,6,5,5,3,4,4,3,4,4,1,,1,1,2,2,,4,11/22/2024 7:43,11/22/2024 7:51,9,2,1,Desktop,2,68,4,6,1,3,2,5,14,4,8,CA,4,9,1,1,1,1,3,4,#NULL!,#NULL!,#NULL!,1,3
9400,0.29399487,2,1,freedom,justice,democratic government,equality,effective governance,1,freedom,,,Freedom is not being controlled by anyone or group no one can tell you what you have to do or how to be,2,3,4,1,5,5,3,5,4,5,3,98,4,1,#NULL!,,4,3,-1,11,,2,11/21/2024 17:54,11/21/2024 18:02,8,2,1,Smartphone,2,37,2,3,4,1,4,1,3,1,2,NM,4,8,1,0,2,3,4,3,#NULL!,1,#NULL!,#NULL!,2
9406,0.13646029,1,0,Liberty,Independence,Equality,Justice,Union,3,Equality,,"Overturn of Roe vs Wade. Election of a Racist, a Terrorist, and a Criminal into Power. Anti-LGBT laws and policies. Police Brutality against Minorities. Removal of Rights and the Treatment/Deportation of Immigrants, both legal and illegal.",,1,2,4,5,3,7,6,4,2,1,2,4,5,4,1,,2,1,2,10,,1,11/24/2024 17:41,11/24/2024 17:47,7,2,1,Desktop,2,24,1,1,4,3,5,7,4,1,2,FL,3,5,1,1,1,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4
9408,0.10882965,2,1,All people created equal,Being self reliant,The pursuit of happiness,Freedom of speach,Power in the people,5,Power in the people,,,"We the people being able to make our decisions ourselves. The government is not the power, the power is the people.",1,3,4,5,2,4,5,6,3,5,3,7,3,4,2,,5,4,3,12,,5,11/19/2024 17:12,11/19/2024 17:27,15,2,1,Smartphone,2,33,2,2,2,3,5,1,9,2,5,CA,4,9,1,1,2,3,4,3,#NULL!,1,1,#NULL!,1
9414,0.40526043,1,1,Free speach,freedom of religion,Able to own property,Protection from hostiles,able to travel,1,Free speach,,"Our media just justifying an agenda regardless of if they have to lie or not..
 You don't know what to believe.",,1,5,3,2,4,6,4,5,3,4,4,1,7,4,2,,7,5,4,5,,1,11/20/2024 6:52,11/20/2024 7:11,19,2,1,Desktop,1,88,4,7,1,3,2,5,11,3,6,NJ,1,2,1,1,1,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9419,2.33976924,1,1,Protect our lcountry,Protect our personal land,Protect our citizens,Stand together,Ensure growth,1,Protect our lcountry,,Protect our borders and coast lines from any foreign intruders. Make sure the people elected are for the same values as we the people.,,5,1,4,2,3,6,6,6,3,5,4,1,1,4,2,,4,3,4,13,,1,11/22/2024 22:21,11/22/2024 22:29,8,2,1,Smartphone,1,59,3,5,1,2,1,1,6,1,3,IN,2,3,1,1,2,3,4,2,0,0,1,0,1
9425,0.68230750,0,1,This,Country,Dont,Care bout,Me,4,Care bout,they arent. and it wont happen for a while. they arent it wont happen for a while. they wont it wont,,,3,4,5,2,1,4,4,4,4,1,2,4,6,2,#NULL!,,4,3,3,11,,1,11/24/2024 15:41,11/26/2024 23:22,3,2,1,Smartphone,1,19,1,1,2,2,5,1,9,2,5,NE,2,4,1,1,2,1,4,5,#NULL!,#NULL!,1,#NULL!,4
9432,0.55980525,1,0,Individuality,Equality,Informality,Future,Time,2,Equality,,Equality is not living up it's promise because people who are poor are treated less in everything. The rich people are treated like kings and queens,,3,5,1,4,2,7,7,7,1,1,1,1,7,1,#NULL!,,4,3,1,12,,5,11/19/2024 18:43,11/19/2024 19:00,7,2,1,Smartphone,2,52,3,4,4,2,5,1,1,1,1,MA,1,1,1,1,2,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9433,1.06858127,0,1,Freedom,Liberty,Justice,Fairness,Unity,1,Freedom,"I feel that the US was founded so that people would have the freedom to be who they wanted to be, regardless of religion, social standing, etc. but that we have never really lived up to that idea. I feel like currently we are working against the values that America was founded upon. The upcoming president has policies that aim to take away freedoms from marginalized groups that would undo years of work towards equality.",,,2,1,3,4,5,6,6,6,2,2,2,2,6,4,1,,2,1,2,11,,1,11/19/2024 23:19,11/19/2024 23:28,9,2,1,Smartphone,2,33,2,2,1,3,5,1,7,2,4,KY,3,6,1,1,2,3,4,3,#NULL!,#NULL!,1,#NULL!,1
9444,2.54172110,1,1,Freedom,independence,opportunity,Worth ethic,Democracy,2,independence,,"The woke system is being far too demanding and pushy, no one is allowed to think their own thoughts anymore",,4,2,3,5,1,5,6,6,6,4,3,3,98,4,2,,7,5,4,2,,2,11/19/2024 18:42,11/22/2024 9:07,3,2,1,Desktop,2,42,2,3,1,4,5,1,10,2,6,NY,1,2,1,1,1,3,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9451,0.61139148,1,1,freedom,rights,beliefs,for the people,98,1,freedom,,"Anyone who is not ""white"" is treated differently. They are not given the same freedoms. Instead of being able to do anything, we are treated as less than. We are never automatically given the same freedoms as ""whites"".",,5,3,2,1,4,7,6,7,2,2,4,3,6,4,1,,1,1,3,2,,2,11/20/2024 16:41,11/20/2024 16:48,7,2,1,Desktop,2,49,3,4,4,1,3,1,3,1,2,TX,3,7,1,1,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9458,1.55354183,0,0,equity,equality,rule of law,equitable governance,dispassionate governance,1,equity,"Equity is often honored on the local and state level, but has become less practiced on the national scene, where winning at all costs has become prevalent. There are some areas, however, the still evidence equity in the social services and some legal arenas.",,,5,3,4,1,2,5,3,5,4,3,4,4,3,4,1,,3,2,3,14,Christian Humanist,2,11/20/2024 14:59,11/20/2024 15:09,12,2,1,Desktop,1,80,4,7,1,5,1,5,14,4,8,TX,3,7,1,1,1,1,4,4,0,0,0,1,3
9463,0.54753724,1,0,Independence,Equality,Democracy,Work ethic,Privacy,2,Equality,,"The United States continues to struggle with systemic inequalities, particularly in areas such as racial justice, economic opportunity, and access to healthcare and education. Disparities persist in policing and incarceration rates, voting rights, and employment opportunities, disproportionately affecting communities of color, women, and marginalized groups. These ongoing inequalities undermine the country's founding promise of equal rights and opportunities for all.",,4,5,3,2,1,6,5,6,5,5,7,7,7,4,2,,2,1,3,1,,6,11/25/2024 19:00,11/26/2024 16:48,5,2,1,Smartphone,1,32,2,2,4,1,1,1,12,3,7,NV,4,8,1,1,2,2,3,4,#NULL!,#NULL!,#NULL!,#NULL!,3
9466,0.84878430,1,1,freedom,voting rights,"freedom of speak, religion",right to bear arms,trial by jury,1,freedom,,By making it so expensive for people to live. Everything is so expensive living quarters and food ect.. seems they are sending to much money overseas to other countries when we need it.,,1,2,5,3,4,7,7,7,1,5,2,1,6,2,#NULL!,,5,4,3,1,,3,11/25/2024 13:02,11/25/2024 13:18,14,2,1,Desktop,2,63,4,5,1,2,1,1,9,2,5,OH,2,3,1,1,1,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,1
9470,0.75721635,0,1,Freedom,Equality,Religion,Right bear arms,Control,1,Freedom,"People can do what they want.   
I have the right to bear arms and apparently everyone has the right to picket",,,1,3,5,4,2,4,6,6,3,5,2,4,4,4,2,,6,5,3,1,,2,11/20/2024 7:20,11/20/2024 7:24,4,2,1,Smartphone,2,36,2,3,1,3,1,1,13,3,7,OK,3,7,0,1,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9475,1.51758975,1,1,freedom,democracy,equality,civil rights,love of country,2,democracy,,By electing a person that is a convicted criminal. This country is so divided and our Constitution is at stake. Our democracy is at state. Our freedom is at stake. Our future is at stake.,,3,1,2,4,5,7,6,6,1,5,1,5,5,4,1,,1,1,2,12,,8,11/21/2024 9:18,11/21/2024 9:28,10,2,1,Desktop,2,54,3,4,2,5,1,1,16,4,9,PA,1,2,1,1,1,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9479,0.23143581,0,1,Liberty,Equality,Democracy,Justice,Happiness,3,Democracy,"Free and fair elections.
Protect human rights.
Equal opportunity for all.
Peace and security.
Inclusive society.",,,1,2,5,4,3,5,4,3,4,3,2,5,5,4,1,,1,1,1,1,,1,11/19/2024 20:16,11/19/2024 20:28,12,2,1,Desktop,2,70,4,6,1,3,1,5,13,3,7,FL,3,5,1,1,1,1,4,3,0,0,0,0,3
9486,0.32462689,2,1,Freedom,Justice,Faith,Truth,Hard work,1,Freedom,,,Freedom should be the ability to do and to move freely with little government interference. Freedom to do within the morals and laws of our society.,4,2,3,5,1,5,6,7,2,4,2,2,5,2,#NULL!,,6,5,4,1,,2,11/21/2024 15:39,11/21/2024 15:48,9,2,1,Smartphone,1,66,4,6,1,3,3,6,6,1,3,TX,3,7,1,0,2,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9492,1.53734326,1,0,Freedom of religion,Speech,Bear Arms,Trial by jury,Elections,1,Freedom of religion,,The Bible has been removed from our schools and Christian principals are not being followed in our country.,,1,2,4,5,3,2,2,3,5,5,5,6,5,4,2,,7,5,5,12,,8,11/19/2024 18:02,11/19/2024 18:25,23,2,1,Smartphone,1,81,4,7,1,2,1,5,9,2,5,PA,1,2,1,1,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9497,0.76184876,1,0,Better education,Better health,Better immigration,Better living cost,Treating people better,4,Better living cost,,We need wages to go up but living cost to stay down. That is not happening in California right now. It’s very hard to have a livable wage.,,3,4,1,5,2,6,7,7,2,4,2,1,6,2,#NULL!,,4,3,3,11,,1,11/20/2024 0:42,11/20/2024 16:46,5,2,1,Smartphone,1,35,2,3,4,3,5,1,14,4,8,CA,4,9,1,1,2,3,4,1,0,0,0,0,1
9498,0.23461976,0,0,Home,Food,Kids,Work,Life,3,Kids,The us in not living up to there promise u got kids out here shooting guns and smoking like what’s going on go to school,,,2,1,3,5,4,1,1,1,1,1,7,7,7,4,2,,1,1,3,1,,1,11/23/2024 19:39,11/24/2024 20:51,3,2,1,Smartphone,1,32,2,2,4,2,5,1,7,2,4,NJ,1,2,1,1,2,3,4,4,#NULL!,#NULL!,2,#NULL!,2
9523,0.73931294,1,0,Freedom,Honor,Justice,Sacrifice,Self-Actualization,1,Freedom,,Cancel culture is suppressing freedom of speech/expression.  Promotion of Gender extremism is hindering the freedoms of everyone else.  Second amendment freedoms are actively being suppressed by the State governments.,,4,1,2,5,3,6,6,6,3,5,4,2,5,4,3,RFK,6,5,4,10,,1,11/19/2024 17:39,11/19/2024 17:46,8,2,1,Desktop,1,52,3,4,6,5,5,5,10,2,6,CA,4,9,1,1,1,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1
9525,0.62974390,0,1,freedom of speech,freedom of religion,speedy trial,equal rights,peaceful assembly,1,freedom of speech,"The right to speak your mind without repercussion. Newspaprers, televsion and radio can express their opinions.",,,2,3,1,5,4,4,5,6,4,5,4,3,5,4,2,,7,5,3,1,,4,11/19/2024 19:04,11/19/2024 19:10,6,2,1,Desktop,2,77,4,7,3,3,1,5,6,1,3,AL,3,6,1,1,1,1,2,4,#NULL!,#NULL!,#NULL!,1,3
9526,0.63174683,2,0,Democracy,Liberty,Equality,Pursuit of happiness,Access to justice,1,Democracy,,,Democracy is a representation of all people at the government level. Everyone has a voice and has a say in how the cou try is governed,2,3,4,1,5,7,7,7,2,2,2,1,5,4,1,,1,1,1,13,,1,11/20/2024 9:00,11/22/2024 7:34,4,2,1,Smartphone,2,39,2,3,1,3,3,1,14,4,8,MO,2,4,1,0,1,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,2
9531,0.32885353,0,0,Equality,Diversity,Unity,Liberty,Individualism,3,Unity,All people are equal and should be treated equally. It's in the United States declaration of independence.,,,5,3,1,2,4,6,7,6,3,1,3,1,4,3,#NULL!,,6,5,3,11,,4,11/19/2024 18:07,11/19/2024 18:11,4,2,1,Smartphone,1,26,1,2,1,3,4,2,10,2,6,IL,2,3,0,1,2,5,3,2,#NULL!,#NULL!,#NULL!,1,1
9538,0.29060454,2,1,Freedom of religion,Freedom of speech,Freedom of the press,Right to bear arms and protect our freedoms,Right to have representation and air grievances,1,Freedom of religion,,,The right to freedom of religion means to be able to worship God peaceably and in the way I feel the Bible and God wants me to without any interference from the government or other law enforcement agencies.,1,3,4,5,2,1,5,3,3,5,2,5,3,4,2,,4,3,5,1,,9,11/23/2024 0:58,11/23/2024 1:09,11,2,1,Smartphone,1,43,2,3,1,3,1,1,15,4,8,MO,2,4,1,1,1,1,4,6,#NULL!,1,3,#NULL!,2
9540,0.33741067,2,1,Fair trials,Community,Personal freedom,Financial mobility,Basic rights,5,Basic rights,,,The basic rights that all people should be treated and judged equally in the eyes of the law. For example each vote should be equal.,1,5,2,3,4,7,7,4,1,2,1,1,7,4,1,,2,1,1,9,,1,11/19/2024 19:56,11/19/2024 20:01,6,2,1,Smartphone,1,32,2,2,1,3,5,1,18,4,9,CO,4,8,1,1,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
9545,1.09622507,2,0,Freedom of Speech,Freedom of Religion,Fair Trials,Civil Rights,Right to Arms,1,Freedom of Speech,,,Freedom of Speech means that a person is able to express their views without fear of prosecution.  It also means that a person ir persons can demonstrate peacefully without fear of prosecution.,3,5,1,4,2,2,5,4,5,5,4,7,2,4,1,,1,1,1,2,,2,11/19/2024 18:18,11/19/2024 18:24,6,2,1,Smartphone,2,59,3,5,1,3,1,1,12,3,7,MA,1,1,1,1,1,1,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
9546,1.46433458,2,0,Trust in other,Love your neighor as yourself,Teaching everyone,Hare work,Give 1st benfit last,1,Trust in other,,,"If we learn to listen, work & share with one another, life can be better. Love our God & goverment. Nobody is perfect but we can all do alittle better. Nobody owe you anything you need to earn it",4,2,1,3,5,5,5,5,5,5,4,6,5,4,2,,7,5,3,12,,4,11/20/2024 21:25,11/20/2024 21:34,10,2,1,Desktop,2,77,4,7,1,2,3,1,10,2,6,NJ,1,2,1,1,1,1,1,1,0,0,0,0,1
9561,1.20961441,1,1,People,Taking care of community,Border safety,Military,Protection from other nations,5,Protection from other nations,,By letting no Americans come in our country with gangs drugs and getting government money that is Americans can't even get housing we can't get,,1,3,4,2,5,7,7,7,5,5,4,3,6,1,#NULL!,,4,3,4,1,,3,11/19/2024 18:18,11/19/2024 18:26,9,2,1,Smartphone,2,47,3,4,1,3,3,1,7,2,4,TN,3,6,1,1,2,4,4,3,0,0,0,0,3
9565,2.60492594,2,0,Democracy,Fair elections,Equal rights,Unity,Fair elections,1,Democracy,,,"The government is decided by the people. The people vote for presidents, senators, representatives in order to run the government effectively.",4,1,5,2,3,2,3,5,5,4,5,6,2,4,1,,2,1,4,2,,3,11/19/2024 18:54,11/19/2024 19:02,9,2,1,Smartphone,2,74,4,6,4,2,4,5,9,2,5,NJ,1,2,1,1,1,1,2,1,0,0,0,0,1
9570,1.21527114,0,1,Individualism,Equality of opportunity,Liberty,Diversity,Self-reliance,1,Individualism,"Today, individualism is closely linked to personal rights, identity politics and self-expression, as individuals increasingly define their identities through gender, sexuality and personal beliefs.",,,4,2,3,1,5,4,3,3,5,3,5,4,5,4,1,,1,1,5,11,,1,11/25/2024 13:30,11/25/2024 14:38,11,2,1,Desktop,2,34,2,2,1,3,5,1,9,2,5,MI,2,3,1,1,1,4,4,3,#NULL!,#NULL!,1,#NULL!,2
9574,1.27581165,2,0,Equality FOR ALL,Representation,Separation church/state,Freedom,Independence,1,Equality FOR ALL,,,"All men, women, and non gender specific, all races, cultures, religions, skin colors, all languages, all sexual orientations are guaranteed equal and the same rights by state and federal governments.",3,2,5,1,4,6,6,7,4,2,2,5,6,4,1,,2,1,3,1,,2,11/21/2024 0:58,11/21/2024 1:04,6,2,1,Smartphone,2,49,3,4,1,4,1,1,17,4,9,NY,1,2,1,1,1,1,4,4,0,0,2,0,2
9590,0.11396965,2,1,Honor,Integrity,Respect,Humanity,Empathy,1,Honor,,,Being honest to human kind. Regardless of Being in the service.  Always thinking of others and looking to help,2,1,4,3,5,5,4,5,4,5,4,4,5,1,#NULL!,,4,3,4,2,,2,11/19/2024 18:48,11/19/2024 19:01,12,2,1,Smartphone,1,46,3,4,4,3,5,1,11,3,6,CA,4,9,1,1,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,1
9598,2.43038488,1,1,Economy,Piece full,Liberal,Conservative,World,1,Economy,,Everything is high everything is so expensive to buy or to even live everything is needs to go down,,3,4,1,5,2,98,98,98,98,5,4,5,5,1,#NULL!,,3,2,4,2,,3,12/1/2024 15:04,12/1/2024 23:33,5,2,1,Smartphone,2,30,2,2,4,2,5,1,10,2,6,CA,4,9,1,1,1,1,1,6,#NULL!,#NULL!,1,3,5
9604,1.56423463,0,0,Trust,Democracy,Safety,Independance,Honor,1,Trust,We are not living up to the promise of trust as our leaders are lying to the people.  It is not right that our leaders cannon be trusted to do the right thing.,,,5,2,3,4,1,3,5,4,3,4,2,5,5,4,1,,6,5,3,11,,1,11/19/2024 16:27,11/19/2024 16:34,7,2,1,Desktop,1,60,4,5,1,2,1,2,15,4,8,UT,4,8,0,1,1,1,3,4,#NULL!,#NULL!,#NULL!,#NULL!,3
9605,1.68241236,0,1,Democracy,Freedom of speech,Equality of people,Separation of Power,Separation of church,2,Freedom of speech,"People can express their opinions wihout fear of procecutions and retributions.  However, I am afraid it is changing and people take advantage of freedom of speech with hate, lie and misinformation.",,,1,2,5,4,3,6,3,3,5,3,4,5,3,1,#NULL!,,2,1,3,11,,1,11/19/2024 20:32,11/19/2024 20:47,18,2,1,Desktop,2,57,3,5,6,5,1,1,18,4,9,CA,4,9,1,1,1,3,4,2,0,0,0,0,2
9606,2.12915093,2,1,Happiness,Confidence,Security,Aspirations,Fulfillment,1,Happiness,,,Feeling of contentment and not needing anything else. Feeling like your life is complete and nothing has to change,5,1,3,2,4,4,7,5,5,98,2,4,4,1,#NULL!,,4,3,-1,1,,9,11/19/2024 17:43,11/19/2024 22:03,13,2,1,Smartphone,1,26,1,2,4,2,5,2,10,2,6,CA,4,9,1,1,2,3,4,3,#NULL!,#NULL!,#NULL!,#NULL!,3
9607,0.43049439,2,1,Life,Liberty,Happiness,Freedom of choice,Government non-involvement,4,Freedom of choice,,,"This is where the government does not interfere in the American people's everyday choices. The people have the option to be able to do each day as they please and that the government should be there simply for security, protection and security nets.",4,1,2,3,5,6,7,7,3,2,1,3,3,4,2,,6,5,3,3,,6,11/27/2024 8:10,11/27/2024 8:14,6,2,1,Desktop,1,24,1,1,5,3,1,1,12,3,7,WA,4,9,1,1,2,4,4,3,#NULL!,1,#NULL!,#NULL!,2
